instance_id,property,value,source,mapped_property,normalized_value
https://id.analoggamemuseum.org/api/items/1043,responsibilityStatement,発売: サイバーダイン株式会社 ソリッドゲーム開発室,Human,responsibilityStatement,発売:サイバーダイン株式会社ソリッドゲーム開発室
https://id.analoggamemuseum.org/api/items/1044,audience,8–,Human,audience,8-
https://id.analoggamemuseum.org/api/items/1044,datePublished,2022,Human,datePublished,2022
https://id.analoggamemuseum.org/api/items/1044,name,ぎゃるめぞん しぶや,Human,name,ぎゃるめぞんしぶや
https://id.analoggamemuseum.org/api/items/1044,numberOfPlayers,4–9,Human,numberOfPlayers,4-9
https://id.analoggamemuseum.org/api/items/1044,playTime,PT15M–PT25M,Human,playTime,pt15m–pt25m
https://id.analoggamemuseum.org/api/items/1044,publisher,クー・ドゥー・ラパン,Human,publisher,クー・ドゥー・ラパン
https://id.analoggamemuseum.org/api/items/1044,responsibilityStatement,ゲームデザイン: 瀧口友香,Human,responsibilityStatement,ゲームデザイン:瀧口友香
https://id.analoggamemuseum.org/api/items/1044,version,～らんちいったらなんぱとけんかしだしてうけるわら　えくすぱんしょん～,Human,version,-らんちいったらなんぱとけんかしだしてうけるわらえくすぱんしょん-
https://id.analoggamemuseum.org/api/items/1044,publisher,Queue de Lapin,Human,publisher,queuedelapin
https://id.analoggamemuseum.org/api/items/1044,responsibilityStatement,ゲームデザイン: 平柳隆,Human,responsibilityStatement,ゲームデザイン:平柳隆
https://id.analoggamemuseum.org/api/items/1044,responsibilityStatement,ゲームデザイン: 伊藤誠人,Human,responsibilityStatement,ゲームデザイン:伊藤誠人
https://id.analoggamemuseum.org/api/items/1044,version,～ランチ行ったらナンパとケンカし出してウケるwえくすぱんしょん～,Human,version,-ランチ行ったらナンパとケンカし出してウケるwえくすぱんしょん-
https://id.analoggamemuseum.org/api/items/1044,name,ギャルメゾン渋谷,Human,name,ギャルメゾン渋谷
https://id.analoggamemuseum.org/api/items/1044,name,GAL MAISON SHIBUYA,Human,name,galmaisonshibuya
https://id.analoggamemuseum.org/api/items/1045,audience,12–,Human,audience,12-
https://id.analoggamemuseum.org/api/items/1045,datePublished,2022-04-23,Human,datePublished,20220423
https://id.analoggamemuseum.org/api/items/1045,name,キズナラベ,Human,name,キズナラベ
https://id.analoggamemuseum.org/api/items/1045,numberOfPlayers,2–4,Human,numberOfPlayers,2-4
https://id.analoggamemuseum.org/api/items/1045,playTime,PT30M–PT40M,Human,playTime,pt30m–pt40m
https://id.analoggamemuseum.org/api/items/1046,audience,10–,Human,audience,10-
https://id.analoggamemuseum.org/api/items/1046,barcode,4571529980099,Human,barcode,4571529980099
https://id.analoggamemuseum.org/api/items/1046,component,神話生物カード: 38枚,Human,component,神話生物カード38枚
https://id.analoggamemuseum.org/api/items/1046,datePublished,2022,Human,datePublished,2022
https://id.analoggamemuseum.org/api/items/1046,name,いびるふろんと,Human,name,いびるふろんと
https://id.analoggamemuseum.org/api/items/1046,numberOfPlayers,2,Human,numberOfPlayers,2
https://id.analoggamemuseum.org/api/items/1046,playTime,PT20M,Human,playTime,pt20m
https://id.analoggamemuseum.org/api/items/1046,publisher,Susabi Games,Human,publisher,susabigames
https://id.analoggamemuseum.org/api/items/1046,responsibilityStatement,ゲームデザイン: かく,Human,responsibilityStatement,ゲームデザイン:かく
https://id.analoggamemuseum.org/api/items/1046,version,拡張セット邪心招来,Human,version,拡張セット邪心招来
https://id.analoggamemuseum.org/api/items/1046,component,MPカウンター(グラスタブレット): 19個,Human,component,mpカウンター(グラスタブレット)19個
https://id.analoggamemuseum.org/api/items/1046,component,説明書: 1枚,Human,component,説明書1枚
https://id.analoggamemuseum.org/api/items/1046,responsibilityStatement,イラストレーター: 森のかえる,Human,responsibilityStatement,イラスト:森のかえる
https://id.analoggamemuseum.org/api/items/1046,responsibilityStatement,アートワーク: ろく,Human,responsibilityStatement,アートワーク:ろく
https://id.analoggamemuseum.org/api/items/1046,name,イビルフロント,Human,name,イビルフロント
https://id.analoggamemuseum.org/api/items/1046,name,Evil Front,Human,name,evilfront
https://id.analoggamemuseum.org/api/items/1047,datePublished,2022,Human,datePublished,2022
https://id.analoggamemuseum.org/api/items/1047,name,まじゅつ せかい の よあけ ないまぜ  つむぐ ほし の ことば,Human,name,まじゅつせかいのよあけないまぜつむぐほしのことば
https://id.analoggamemuseum.org/api/items/1047,numberOfPlayers,4–,Human,numberOfPlayers,4-
https://id.analoggamemuseum.org/api/items/1047,playTime,PT15M–,Human,playTime,pt15m–inf
https://id.analoggamemuseum.org/api/items/1047,publisher,計陣事務所,Human,publisher,計陣事務所
https://id.analoggamemuseum.org/api/items/1047,name,魔術世界の夜明け絢交ぜ紡ぐ星の言葉――,Human,name,魔術世界の夜明け絢交ぜ紡ぐ星の言葉――
https://id.analoggamemuseum.org/api/items/1048,alternateName,kisetsu meguri,Human,name,kisetsumeguri
https://id.analoggamemuseum.org/api/items/1048,audience,6,Human,audience,6
https://id.analoggamemuseum.org/api/items/1048,component,ようせいさんの季節カード 84枚,Human,component,ようせいさんの季節カード84枚
https://id.analoggamemuseum.org/api/items/1048,contactPoint,https://x.com/@mohumohu4646,Human,contactPoint,x.com/@mohumohu4646
https://id.analoggamemuseum.org/api/items/1048,datePublished,2022,Human,datePublished,2022
https://id.analoggamemuseum.org/api/items/1048,name,ようせいさんの季節めぐり,Human,name,ようせいさんの季節めぐり
https://id.analoggamemuseum.org/api/items/1048,numberOfPlayers,3-5,Human,numberOfPlayers,3-5
https://id.analoggamemuseum.org/api/items/1048,playTime,PT10M,Human,playTime,pt10m
https://id.analoggamemuseum.org/api/items/1048,publisher,いろはにボドゲ,Human,publisher,いろはにボドゲ
https://id.analoggamemuseum.org/api/items/1048,responsibilityStatement,ゲームデザイン: コタツ,Human,responsibilityStatement,ゲームデザイン:コタツ
https://id.analoggamemuseum.org/api/items/1048,contactPoint,https://x.com/@Mayuno_Kiito,Human,contactPoint,x.com/@mayuno_kiito
https://id.analoggamemuseum.org/api/items/1048,contactPoint,https://x.com/@Kotatsu_Admin,Human,contactPoint,x.com/@kotatsu_admin
https://id.analoggamemuseum.org/api/items/1048,component,せいれいさんのお助けカード 16枚,Human,component,せいれいさんのお助けカード16枚
https://id.analoggamemuseum.org/api/items/1048,component,説明書 1枚,Human,component,説明書1枚
https://id.analoggamemuseum.org/api/items/1048,responsibilityStatement,グラフィックデザイン: 繭野きいと,Human,responsibilityStatement,グラフィックデザイン:繭野きいと
https://id.analoggamemuseum.org/api/items/1048,responsibilityStatement,イラスト・ゲーム原案: 七海しろ,Human,responsibilityStatement,イラストゲーム原案:七海しろ
https://id.analoggamemuseum.org/api/items/1049,component,数字チップ 20枚,Human,component,数字チップ20枚
https://id.analoggamemuseum.org/api/items/1049,name,ななせぐ,Human,name,ななせぐ
https://id.analoggamemuseum.org/api/items/1049,publisher,アレクサンドル ポチョムキン,Human,publisher,アレクサンドルポチョムキン
https://id.analoggamemuseum.org/api/items/1049,component,クリアカード 64枚,Human,component,クリアカード64枚
https://id.analoggamemuseum.org/api/items/1049,component,説明書,Human,component,説明書
https://id.analoggamemuseum.org/api/items/1049,name,Seven Segment Display,Human,name,sevensegmentdisplay
https://id.analoggamemuseum.org/api/items/1050,name,死の貸与(たのしいよ)スプーナリズムかるた,Human,name,死の貸与(たのしいよ)スプーナリズムかるた
https://id.analoggamemuseum.org/api/items/1050,publisher,KOAXA,Human,publisher,koaxa
https://id.analoggamemuseum.org/api/items/1051,audience,12–,Human,audience,12-
https://id.analoggamemuseum.org/api/items/1051,datePublished,2022,Human,datePublished,2022
https://id.analoggamemuseum.org/api/items/1051,name,ハラペコロボ 拡張パック,Human,name,ハラペコロボ拡張パック
https://id.analoggamemuseum.org/api/items/1051,numberOfPlayers,1–6,Human,numberOfPlayers,1-6
https://id.analoggamemuseum.org/api/items/1051,playTime,PT15M,Human,playTime,pt15m
https://id.analoggamemuseum.org/api/items/1051,publisher,まどらーゲームス,Human,publisher,まどらーゲームス
https://id.analoggamemuseum.org/api/items/1051,version,第1版,Human,version,第1版
https://id.analoggamemuseum.org/api/items/1051,name,HARAPEKO ROBO,Human,name,harapekorobo
https://id.analoggamemuseum.org/api/items/1052,component,カード 36枚,Human,component,カード36枚
https://id.analoggamemuseum.org/api/items/1052,datePublished,2022,Human,datePublished,2022
https://id.analoggamemuseum.org/api/items/1052,name,Tamamlandı,Human,name,tamamlandı
https://id.analoggamemuseum.org/api/items/1052,numberOfPlayers,1‒6,Human,numberOfPlayers,1‒6
https://id.analoggamemuseum.org/api/items/1052,playTime,PT10M‒PT20M,Human,playTime,pt10m–pt20m
https://id.analoggamemuseum.org/api/items/1052,publisher,こげこげ堂本舗,Human,publisher,こげこげ堂本舗
https://id.analoggamemuseum.org/api/items/1052,responsibilityStatement,タイトル画像: visnezh,Human,responsibilityStatement,タイトル画像:visnezh
https://id.analoggamemuseum.org/api/items/1052,component,説明書 1枚,Human,component,説明書1枚
https://id.analoggamemuseum.org/api/items/1052,responsibilityStatement,タイトル画像: Freepik,Human,responsibilityStatement,タイトル画像:freepik
https://id.analoggamemuseum.org/api/items/1052,responsibilityStatement,ゲームデザイン: Takahiro,Human,responsibilityStatement,ゲームデザイン:takahiro
https://id.analoggamemuseum.org/api/items/1052,responsibilityStatement,グラフィックデザイン: Takahiro,Human,responsibilityStatement,グラフィックデザイン:takahiro
https://id.analoggamemuseum.org/api/items/1052,name,タマランド,Human,name,タマランド
https://id.analoggamemuseum.org/api/items/1054,audience,10–,Human,audience,10-
https://id.analoggamemuseum.org/api/items/1054,component,契約カード 12枚,Human,component,契約カード12枚
https://id.analoggamemuseum.org/api/items/1054,datePublished,2022-04-23,Human,datePublished,20220423
https://id.analoggamemuseum.org/api/items/1054,name,国のために悪魔と契約したらえらいことになった!!,Human,name,国のために悪魔と契約したらえらいことになった!!
https://id.analoggamemuseum.org/api/items/1054,numberOfPlayers,3–5,Human,numberOfPlayers,3-5
https://id.analoggamemuseum.org/api/items/1054,playTime,PT–20M,Human,playTime,pt20m–inf
https://id.analoggamemuseum.org/api/items/1054,publisher,138GAMES,Human,publisher,138games
https://id.analoggamemuseum.org/api/items/1054,responsibilityStatement,コンポーネントネントデザイン: 138GAMES,Human,responsibilityStatement,コンポーネントネントデザイン:138games
https://id.analoggamemuseum.org/api/items/1054,component,プレイカード 57枚,Human,component,プレイカード57枚
https://id.analoggamemuseum.org/api/items/1054,component,ゲームトークン 45個,Human,component,ゲームトークン45個
https://id.analoggamemuseum.org/api/items/1054,component,説明書 1部,Human,component,説明書1部
https://id.analoggamemuseum.org/api/items/1054,responsibilityStatement,ゲームデザイン: 138GAMES,Human,responsibilityStatement,ゲームデザイン:138games
https://id.analoggamemuseum.org/api/items/1055,audience,8-,Human,audience,8-
https://id.analoggamemuseum.org/api/items/1055,contactPoint,Twitter: H.K Biscotti,Human,contactPoint,h.kbiscotti
https://id.analoggamemuseum.org/api/items/1055,name,チンクエ＋,Human,name,チンクエ＋
https://id.analoggamemuseum.org/api/items/1055,numberOfPlayers,2-5,Human,numberOfPlayers,2-5
https://id.analoggamemuseum.org/api/items/1055,playTime,PT10M,Human,playTime,pt10m
https://id.analoggamemuseum.org/api/items/1055,publisher,Team biscotti,Human,publisher,teambiscotti
https://id.analoggamemuseum.org/api/items/1055,responsibilityStatement,協力: ともや@かぁこんず,Human,responsibilityStatement,協力:ともや@かぁこんず
https://id.analoggamemuseum.org/api/items/1055,responsibilityStatement,協力: Novel,Human,responsibilityStatement,協力:novel
https://id.analoggamemuseum.org/api/items/1055,responsibilityStatement,販売元: Team biscotti,Human,responsibilityStatement,販売元:teambiscotti
https://id.analoggamemuseum.org/api/items/1056,audience,8-,Human,audience,8-
https://id.analoggamemuseum.org/api/items/1056,barcode,4582614140021,Human,barcode,4582614140021
https://id.analoggamemuseum.org/api/items/1056,component,説明書,Human,component,説明書
https://id.analoggamemuseum.org/api/items/1056,datePublished,2022,Human,datePublished,2022
https://id.analoggamemuseum.org/api/items/1056,name,Falstira,Human,name,falstira
https://id.analoggamemuseum.org/api/items/1056,numberOfPlayers,2,Human,numberOfPlayers,2
https://id.analoggamemuseum.org/api/items/1056,playTime,pt15m,Human,playTime,pt15m
https://id.analoggamemuseum.org/api/items/1056,publisher,かんなぎエンターテインメント！,Human,publisher,かんなぎエンターテインメント！
https://id.analoggamemuseum.org/api/items/1056,component,カード21枚,Human,component,カード21枚
https://id.analoggamemuseum.org/api/items/1056,name,フォルスティラ,Human,name,フォルスティラ
https://id.analoggamemuseum.org/api/items/1057,audience,12,Human,audience,12
https://id.analoggamemuseum.org/api/items/1057,datePublished,2022-04,Human,datePublished,202204
https://id.analoggamemuseum.org/api/items/1057,name,梨卦如理科子の直鎖アルカン教室,Human,name,梨卦如理科子の直鎖アルカン教室
https://id.analoggamemuseum.org/api/items/1057,numberOfPlayers,1–3,Human,numberOfPlayers,1-3
https://id.analoggamemuseum.org/api/items/1057,playTime,PT5M,Human,playTime,pt5m
https://id.analoggamemuseum.org/api/items/1057,publisher,酢酸ソイソース,Human,publisher,酢酸ソイソース
https://id.analoggamemuseum.org/api/items/1057,responsibilityStatement,ゲームデザイン:酢酸ソイソース,Human,responsibilityStatement,ゲームデザイン:酢酸ソイソース
https://id.analoggamemuseum.org/api/items/1057,responsibilityStatement,イラストデザイン:弘前みなつ,Human,responsibilityStatement,イラストデザイン:弘前みなつ
https://id.analoggamemuseum.org/api/items/1058,datePublished,2021,Human,datePublished,2021
https://id.analoggamemuseum.org/api/items/1058,name,有機大富豪,Human,name,有機大富豪
https://id.analoggamemuseum.org/api/items/1058,numberOfPlayers,2–4,Human,numberOfPlayers,2-4
https://id.analoggamemuseum.org/api/items/1058,playTime,PT5M–PT10M,Human,playTime,pt5m–pt10m
https://id.analoggamemuseum.org/api/items/1058,publisher,理系ゲームズ,Human,publisher,理系ゲームズ
https://id.analoggamemuseum.org/api/items/1058,name,Organic president,Human,name,organicpresident
https://id.analoggamemuseum.org/api/items/1059,audience,8–,Human,audience,8-
https://id.analoggamemuseum.org/api/items/1059,component,チップ 60枚,Human,component,チップ60枚
https://id.analoggamemuseum.org/api/items/1059,datePublished,2022,Human,datePublished,2022
https://id.analoggamemuseum.org/api/items/1059,name,ドレスライフ,Human,name,ドレスライフ
https://id.analoggamemuseum.org/api/items/1059,numberOfPlayers,2–6,Human,numberOfPlayers,2-6
https://id.analoggamemuseum.org/api/items/1059,playTime,PT15M–PT25M,Human,playTime,pt15m–pt25m
https://id.analoggamemuseum.org/api/items/1059,publisher,MARU.Game Design,Human,publisher,maru.gamedesign
https://id.analoggamemuseum.org/api/items/1059,responsibilityStatement,Game Illustration: Aoi Tsukinari,Human,responsibilityStatement,gameillustration:aoitsukinari
https://id.analoggamemuseum.org/api/items/1059,version,スイートバージョン,Human,version,スイートバージョン
https://id.analoggamemuseum.org/api/items/1059,component,カード 36枚,Human,component,カード36枚
https://id.analoggamemuseum.org/api/items/1059,component,説明書,Human,component,説明書
https://id.analoggamemuseum.org/api/items/1059,responsibilityStatement,Game Design:  Maru,Human,responsibilityStatement,gamedesign:maru
https://id.analoggamemuseum.org/api/items/1059,version,Sweet Version,Human,version,sweetversion
https://id.analoggamemuseum.org/api/items/1059,name,DRESS LIFE,Human,name,dresslife
https://id.analoggamemuseum.org/api/items/1060,audience,10–,Human,audience,10-
https://id.analoggamemuseum.org/api/items/1060,component,リードプレイヤーカード 1枚,Human,component,リードプレイヤーカード1枚
https://id.analoggamemuseum.org/api/items/1060,datePublished,2022,Human,datePublished,2022
https://id.analoggamemuseum.org/api/items/1060,name,トリックアンドトレード,Human,name,トリックアンドトレード
https://id.analoggamemuseum.org/api/items/1060,numberOfPlayers,3–5,Human,numberOfPlayers,3-5
https://id.analoggamemuseum.org/api/items/1060,playTime,PT30M,Human,playTime,pt30m
https://id.analoggamemuseum.org/api/items/1060,publisher,メリーアンドリューワークス,Human,publisher,メリーアンドリューワークス
https://id.analoggamemuseum.org/api/items/1060,responsibilityStatement,メリーアンドリューワークス,Human,responsibilityStatement,メリーアンドリューワークス
https://id.analoggamemuseum.org/api/items/1060,component,トレードカード 42枚,Human,component,トレードカード42枚
https://id.analoggamemuseum.org/api/items/1060,component,トリックカード 40枚,Human,component,トリックカード40枚
https://id.analoggamemuseum.org/api/items/1060,component,説明書 1枚,Human,component,説明書1枚
https://id.analoggamemuseum.org/api/items/1060,name,Trick and Trade,Human,name,trickandtrade
https://id.analoggamemuseum.org/api/items/1061,audience,9–,Human,audience,9-
https://id.analoggamemuseum.org/api/items/1061,datePublished,2022,Human,datePublished,2022
https://id.analoggamemuseum.org/api/items/1061,name,カード&ダイス,Human,name,カード&ダイス
https://id.analoggamemuseum.org/api/items/1061,numberOfPlayers,2–4,Human,numberOfPlayers,2-4
https://id.analoggamemuseum.org/api/items/1061,playTime,PT15M–,Human,playTime,pt15m–inf
https://id.analoggamemuseum.org/api/items/1061,responsibilityStatement,ゲームデザイン＆イラスト: 大山功一,Human,responsibilityStatement,ゲームデザイン＆イラスト:大山功一
https://id.analoggamemuseum.org/api/items/1061,version,第1版,Human,version,第1版
https://id.analoggamemuseum.org/api/items/1061,name,CARD&DICE,Human,name,card&dice
https://id.analoggamemuseum.org/api/items/1062,audience,5–,Human,audience,5-
https://id.analoggamemuseum.org/api/items/1062,component,キャラクターカード 17まい,Human,component,キャラクターカード17まい
https://id.analoggamemuseum.org/api/items/1062,datePublished,2022,Human,datePublished,2022
https://id.analoggamemuseum.org/api/items/1062,name,名探偵家族,Human,name,名探偵家族
https://id.analoggamemuseum.org/api/items/1062,numberOfPlayers,2–6,Human,numberOfPlayers,2-6
https://id.analoggamemuseum.org/api/items/1062,playTime,PT20M–PT45M,Human,playTime,pt20m–pt45m
https://id.analoggamemuseum.org/api/items/1062,publisher,MADAMADA★SaVaN,Human,publisher,madamada★savan
https://id.analoggamemuseum.org/api/items/1062,responsibilityStatement,作:MADAMADA★SaVaN,Human,responsibilityStatement,作:madamada★savan
https://id.analoggamemuseum.org/api/items/1062,component,アリバイカード 32まい,Human,component,アリバイカード32まい
https://id.analoggamemuseum.org/api/items/1062,component,せつめいしょ 1まい,Human,component,せつめいしょ1まい
https://id.analoggamemuseum.org/api/items/1062,component,じゅんばんぎめカード 6まい,Human,component,じゅんばんぎめカード6まい
https://id.analoggamemuseum.org/api/items/1062,component,いちらんひょう 4まい,Human,component,いちらんひょう4まい
https://id.analoggamemuseum.org/api/items/1062,responsibilityStatement,イラスト:蒼井圭那,Human,responsibilityStatement,イラスト:蒼井圭那
https://id.analoggamemuseum.org/api/items/1063,audience,10–,Human,audience,10-
https://id.analoggamemuseum.org/api/items/1063,barcode,4573337021049,Human,barcode,4573337021049
https://id.analoggamemuseum.org/api/items/1063,component,カード(63×88mm) 19枚,Human,component,カード(63×88mm)19枚
https://id.analoggamemuseum.org/api/items/1063,datePublished,2022-04-23,Human,datePublished,20220423
https://id.analoggamemuseum.org/api/items/1063,name,ドロンビー,Human,name,ドロンビー
https://id.analoggamemuseum.org/api/items/1063,numberOfPlayers,2–4,Human,numberOfPlayers,2-4
https://id.analoggamemuseum.org/api/items/1063,playTime,PT20M–PT30M,Human,playTime,pt20m–pt30m
https://id.analoggamemuseum.org/api/items/1063,publisher,ハレルヤロックボーイ,Human,publisher,ハレルヤロックボーイ
https://id.analoggamemuseum.org/api/items/1063,responsibilityStatement,作: ハレルヤロックボーイ,Human,responsibilityStatement,作:ハレルヤロックボーイ
https://id.analoggamemuseum.org/api/items/1063,component,カード(44×63mm) 84枚,Human,component,カード(44×63mm)84枚
https://id.analoggamemuseum.org/api/items/1063,component,木製キューブ 12個,Human,component,木製キューブ12個
https://id.analoggamemuseum.org/api/items/1064,audience,10–99,Human,audience,10-99
https://id.analoggamemuseum.org/api/items/1064,component,順番カード 4枚,Human,component,順番カード4枚
https://id.analoggamemuseum.org/api/items/1064,datePublished,2022,Human,datePublished,2022
https://id.analoggamemuseum.org/api/items/1064,name,ワニャマ,Human,name,ワニャマ
https://id.analoggamemuseum.org/api/items/1064,numberOfPlayers,2–4,Human,numberOfPlayers,2-4
https://id.analoggamemuseum.org/api/items/1064,playTime,PT10M–PT20M,Human,playTime,pt10m–pt20m
https://id.analoggamemuseum.org/api/items/1064,publisher,RMBC,Human,publisher,rmbc
https://id.analoggamemuseum.org/api/items/1064,responsibilityStatement,校正・校閲: Mr.Kou,Human,responsibilityStatement,校正校閲:mr.kou
https://id.analoggamemuseum.org/api/items/1064,component,得点表カード 7枚,Human,component,得点表カード7枚
https://id.analoggamemuseum.org/api/items/1064,component,動物カード 40枚(8種類*5枚),Human,component,動物カード40枚(8種類*5枚)
https://id.analoggamemuseum.org/api/items/1064,component,一覧カード 4枚,Human,component,一覧カード4枚
https://id.analoggamemuseum.org/api/items/1064,component,コマ 4個,Human,component,コマ4個
https://id.analoggamemuseum.org/api/items/1064,component,説明書 2枚,Human,component,説明書2枚
https://id.analoggamemuseum.org/api/items/1064,responsibilityStatement,デザインワーク: すみの余白,Human,responsibilityStatement,デザインワーク:すみの余白
https://id.analoggamemuseum.org/api/items/1064,responsibilityStatement,ゲームデザイン: Kamoto,Human,responsibilityStatement,ゲームデザイン:kamoto
https://id.analoggamemuseum.org/api/items/1064,responsibilityStatement,イラスト: すみの余白,Human,responsibilityStatement,イラスト:すみの余白
https://id.analoggamemuseum.org/api/items/1064,name,WANYAMA,Human,name,wanyama
https://id.analoggamemuseum.org/api/items/1065,audience,16‒65,Human,audience,16‒65
https://id.analoggamemuseum.org/api/items/1065,component,行動カード 40枚,Human,component,行動カード40枚
https://id.analoggamemuseum.org/api/items/1065,datePublished,2022-04-23,Human,datePublished,20220423
https://id.analoggamemuseum.org/api/items/1065,name,明日へのヒント,Human,name,明日へのヒント
https://id.analoggamemuseum.org/api/items/1065,numberOfPlayers,1‒4,Human,numberOfPlayers,1‒4
https://id.analoggamemuseum.org/api/items/1065,playTime,P1D‒,Human,playTime,pt1m
https://id.analoggamemuseum.org/api/items/1065,publisher,みらいラボ株式会社,Human,publisher,みらいラボ株式会社
https://id.analoggamemuseum.org/api/items/1065,responsibilityStatement,印刷: 株式会社萬印堂,Human,responsibilityStatement,印刷:株式会社萬印堂
https://id.analoggamemuseum.org/api/items/1065,component,カード立て 4個,Human,component,カード立て4個
https://id.analoggamemuseum.org/api/items/1065,component,説明書,Human,component,説明書
https://id.analoggamemuseum.org/api/items/1065,responsibilityStatement,制作: みらいラボ株式会社,Human,responsibilityStatement,制作:みらいラボ株式会社
https://id.analoggamemuseum.org/api/items/1066,audience,８–,Human,audience,８-
https://id.analoggamemuseum.org/api/items/1066,component,カード 36枚,Human,component,カード36枚
https://id.analoggamemuseum.org/api/items/1066,datePublished,2022,Human,datePublished,2022
https://id.analoggamemuseum.org/api/items/1066,name,ヨミノクニ,Human,name,ヨミノクニ
https://id.analoggamemuseum.org/api/items/1066,numberOfPlayers,2,Human,numberOfPlayers,2
https://id.analoggamemuseum.org/api/items/1066,playTime,PT10M–15M,Human,playTime,pt10m–pt15m
https://id.analoggamemuseum.org/api/items/1066,publisher,1UP,Human,publisher,1up
https://id.analoggamemuseum.org/api/items/1066,responsibilityStatement,作: いせごん,Human,responsibilityStatement,作:いせごん
https://id.analoggamemuseum.org/api/items/1066,component,説明書 1部,Human,component,説明書1部
https://id.analoggamemuseum.org/api/items/1066,responsibilityStatement,イラスト: 七三ゆき,Human,responsibilityStatement,イラスト:七三ゆき
https://id.analoggamemuseum.org/api/items/1066,name,YOMINOKUNI,Human,name,yominokuni
https://id.analoggamemuseum.org/api/items/1067,audience,6–,Human,audience,6-
https://id.analoggamemuseum.org/api/items/1067,component,財宝カード 40枚,Human,component,財宝カード40枚
https://id.analoggamemuseum.org/api/items/1067,datePublished,2022,Human,datePublished,2022
https://id.analoggamemuseum.org/api/items/1067,name,かぶっちゃ やーよ,Human,name,かぶっちゃやーよ
https://id.analoggamemuseum.org/api/items/1067,numberOfPlayers,2–5,Human,numberOfPlayers,2-5
https://id.analoggamemuseum.org/api/items/1067,playTime,PT20M–PT30M,Human,playTime,pt20m–pt30m
https://id.analoggamemuseum.org/api/items/1067,publisher,LAUGHISM,Human,publisher,laughism
https://id.analoggamemuseum.org/api/items/1067,responsibilityStatement,ゲームデザイン: LAUGHISM,Human,responsibilityStatement,ゲームデザイン:laughism
https://id.analoggamemuseum.org/api/items/1067,component,特殊カード 8枚,Human,component,特殊カード8枚
https://id.analoggamemuseum.org/api/items/1067,component,プレイヤーチップ 5枚,Human,component,プレイヤーチップ5枚
https://id.analoggamemuseum.org/api/items/1067,component,プレイヤーカード 9枚,Human,component,プレイヤーカード9枚
https://id.analoggamemuseum.org/api/items/1067,component,説明書,Human,component,説明書
https://id.analoggamemuseum.org/api/items/1067,responsibilityStatement,アートワーク: maru,Human,responsibilityStatement,アートワーク:maru
https://id.analoggamemuseum.org/api/items/1067,name,被っちゃやーよ!?,Human,name,被っちゃやーよ!?
https://id.analoggamemuseum.org/api/items/1068,audience,10–,Human,audience,10-
https://id.analoggamemuseum.org/api/items/1068,datePublished,2022,Human,datePublished,2022
https://id.analoggamemuseum.org/api/items/1068,name,なんきょく さばいばーず,Human,name,なんきょくさばいばーず
https://id.analoggamemuseum.org/api/items/1068,numberOfPlayers,2–6,Human,numberOfPlayers,2-6
https://id.analoggamemuseum.org/api/items/1068,playTime,PT30M,Human,playTime,pt30m
https://id.analoggamemuseum.org/api/items/1068,publisher,NHgames,Human,publisher,nhgames
https://id.analoggamemuseum.org/api/items/1068,responsibilityStatement,編集: 中黒トシヤ、西田良幸、しゃりん,Human,responsibilityStatement,"編集:中黒トシヤ,西田良幸,しゃりん"
https://id.analoggamemuseum.org/api/items/1068,responsibilityStatement,ゲームデザイン: 諏訪炭三,Human,responsibilityStatement,ゲームデザイン:諏訪炭三
https://id.analoggamemuseum.org/api/items/1068,responsibilityStatement,イラスト・グラフィックデザイン: 陽貴,Human,responsibilityStatement,イラストグラフィックデザイン:陽貴
https://id.analoggamemuseum.org/api/items/1068,name,南極サバイバーズ,Human,name,南極サバイバーズ
https://id.analoggamemuseum.org/api/items/1069,audience,10-99,Human,audience,10-99
https://id.analoggamemuseum.org/api/items/1069,component,魂カード 9枚,Human,component,魂カード9枚
https://id.analoggamemuseum.org/api/items/1069,datePublished,2022-05-29,Human,datePublished,20220529
https://id.analoggamemuseum.org/api/items/1069,name,ケルベロスの覚醒,Human,name,ケルベロスの覚醒
https://id.analoggamemuseum.org/api/items/1069,numberOfPlayers,2,Human,numberOfPlayers,2
https://id.analoggamemuseum.org/api/items/1069,playTime,PT15M,Human,playTime,pt15m
https://id.analoggamemuseum.org/api/items/1069,publisher,ゾーイモーイ,Human,publisher,ゾーイモーイ
https://id.analoggamemuseum.org/api/items/1069,responsibilityStatement,作: ZOEMOOI,Human,responsibilityStatement,作:zoemooi
https://id.analoggamemuseum.org/api/items/1069,component,選択カード 12枚,Human,component,選択カード12枚
https://id.analoggamemuseum.org/api/items/1069,component,覚醒カード 2枚,Human,component,覚醒カード2枚
https://id.analoggamemuseum.org/api/items/1069,component,ルールブック 1枚,Human,component,ルールブック1枚
https://id.analoggamemuseum.org/api/items/1069,component,ライフカード 3枚,Human,component,ライフカード3枚
https://id.analoggamemuseum.org/api/items/1069,component,ケルベロスカード 3枚,Human,component,ケルベロスカード3枚
https://id.analoggamemuseum.org/api/items/1069,component,ケルベロスのアクションカード 12枚,Human,component,ケルベロスのアクションカード12枚
https://id.analoggamemuseum.org/api/items/1069,responsibilityStatement,イラスト: なかむらゆき,Human,responsibilityStatement,イラスト:なかむらゆき
https://id.analoggamemuseum.org/api/items/1069,name,The Awakening of Cerberus,Human,name,theawakeningofcerberus
https://id.analoggamemuseum.org/api/items/1070,audience,6-,Human,audience,6-
